"id","fold","landmark","label","E-CPV Pred","E-CPV Error","E-CPV Uncertainty","E-MHA Pred","E-MHA Error","E-MHA Confidence","E-MHA Bin","E-CPV Bin","S-MHA Pred","S-MHA Error","S-MHA Error Confidence","S-MHA Bin"
"380","0","1","[1606.  934.]","[1617.  927.]","13.038404810405298","0.0","[1616.  926.]","12.806248474865697","0.22846905887126923","0","0","[1617.  927.]","13.038404810405298","0.22846906","0"
"205","0","1","[1417. 1129.]","[1427. 1122.]","12.206555615733702","0.0","[1425. 1121.]","11.313708498984761","0.4081469476222992","1","0","[1427. 1122.]","12.206555615733702","0.40814695","1"
"132","0","1","[1392. 1026.]","[1397. 1019.]","8.602325267042627","0.0","[1395. 1017.]","9.486832980505138","0.5770841240882874","4","0","[1397. 1019.]","8.602325267042627","0.5770841","4"
"397","0","1","[1377.  886.]","[1375.  917.]","31.064449134018133","0.0","[1373.  915.]","29.274562336608895","0.5420404076576233","4","0","[1375.  917.]","31.064449134018133","0.5420404","4"
"247","0","1","[1451. 1039.]","[1457. 1020.]","19.924858845171276","0.0","[1455. 1019.]","20.396078054371138","0.5648587346076965","4","0","[1457. 1020.]","19.924858845171276","0.56485873","4"
"283","0","1","[1396. 1043.]","[1382. 1075.]","34.92849839314596","0.0","[1380. 1074.]","34.88552708502482","0.4937487244606018","3","0","[1382. 1075.]","34.92849839314596","0.49374872","3"
"396","0","1","[1375.  907.]","[1390.  899.]","17.0","0.0","[1389.  897.]","17.204650534085253","0.4263375401496887","2","0","[1390.  899.]","17.0","0.42633754","2"
"346","0","1","[1449.  955.]","[1442.  963.]","10.63014581273465","0.0","[1441.  961.]","10.0","0.44991204142570496","2","0","[1442.  963.]","10.63014581273465","0.44991204","2"
"286","0","1","[1287.  801.]","[1284.  813.]","12.36931687685298","0.0","[1283.  812.]","11.704699910719626","0.6985741853713989","4","0","[1284.  813.]","12.36931687685298","0.6985742","4"
"295","0","1","[1406.  855.]","[1404.  899.]","44.04543109109048","0.0","[1402.  898.]","43.18564576337837","0.4132731556892395","2","0","[1404.  899.]","44.04543109109048","0.41327316","2"
"091","0","1","[1407. 1046.]","[1426. 1030.]","24.839484696748443","0.0","[1424. 1028.]","24.758836806279895","0.48049643635749817","2","0","[1426. 1030.]","24.839484696748443","0.48049644","2"
"352","0","1","[1351. 1005.]","[1359. 1001.]","8.94427190999916","0.0","[1358.  999.]","9.219544457292887","0.32866621017456055","0","0","[1359. 1001.]","8.94427190999916","0.3286662","0"
"316","0","1","[1510.  942.]","[1487.  965.]","32.526911934581186","0.0","[1485.  963.]","32.64965543462902","0.42002591490745544","2","0","[1487.  965.]","32.526911934581186","0.42002591","2"
"309","0","1","[1372. 1006.]","[1368. 1001.]","6.4031242374328485","0.0","[1366. 1000.]","8.48528137423857","0.4977804720401764","3","0","[1368. 1001.]","6.4031242374328485","0.49778047","3"
"217","0","1","[1368.  980.]","[1368.  980.]","0.0","0.0","[1366.  979.]","2.23606797749979","0.4758114814758301","2","0","[1368.  980.]","0.0","0.47581148","2"
"049","0","1","[1259.  945.]","[1273.  955.]","17.204650534085253","0.0","[1271.  953.]","14.422205101855956","0.15698538720607758","0","0","[1273.  955.]","17.204650534085253","0.15698539","0"
"156","0","1","[1487. 1019.]","[1485. 1021.]","2.8284271247461903","0.0","[1484. 1019.]","3.0","0.3382037281990051","0","0","[1485. 1021.]","2.8284271247461903","0.33820373","0"
"212","0","1","[1402. 1020.]","[1397. 1018.]","5.385164807134504","0.0","[1395. 1017.]","7.615773105863909","0.6608701944351196","4","0","[1397. 1018.]","5.385164807134504","0.6608702","4"
"151","0","1","[1424. 1051.]","[1427. 1041.]","10.44030650891055","0.0","[1426. 1039.]","12.165525060596439","0.6377353072166443","4","0","[1427. 1041.]","10.44030650891055","0.6377353","4"
"305","0","1","[1431.  970.]","[1426.  974.]","6.4031242374328485","0.0","[1425.  973.]","6.708203932499369","0.46653997898101807","2","0","[1426.  974.]","6.4031242374328485","0.46653998","2"
"119","0","1","[1373.  972.]","[1381.  945.]","28.160255680657446","0.0","[1380.  943.]","29.832867780352597","0.4331762492656708","2","0","[1381.  945.]","28.160255680657446","0.43317625","2"
"079","0","1","[1468. 1082.]","[1471. 1096.]","14.317821063276353","0.0","[1470. 1095.]","13.152946437965905","0.2764311134815216","0","0","[1471. 1096.]","14.317821063276353","0.2764311","0"
"385","0","1","[1421. 1001.]","[1405. 1039.]","41.23105625617661","0.0","[1404. 1037.]","39.81205847478876","0.5998287200927734","4","0","[1405. 1039.]","41.23105625617661","0.5998287","4"
"394","0","1","[1474. 1021.]","[1428.  919.]","111.89280584559492","0.0","[1427.  917.]","114.12712210513327","0.13931554555892944","0","0","[1428.  919.]","111.89280584559492","0.13931555","0"
"375","0","1","[1681. 1017.]","[1685. 1002.]","15.524174696260024","0.0","[1684. 1000.]","17.26267650163207","0.24277842044830322","0","0","[1685. 1002.]","15.524174696260024","0.24277842","0"
"041","0","1","[1436.  948.]","[1428.  964.]","17.88854381999832","0.0","[1426.  962.]","17.204650534085253","0.44383957982063293","2","0","[1428.  964.]","17.88854381999832","0.44383958","2"
"118","0","1","[1444. 1083.]","[1459. 1049.]","37.16180835212409","0.0","[1458. 1048.]","37.69615364994153","0.46771568059921265","2","0","[1459. 1049.]","37.16180835212409","0.46771568","2"
"209","0","1","[1430. 1035.]","[1421. 1038.]","9.486832980505138","0.0","[1419. 1036.]","11.045361017187261","0.5074205994606018","3","0","[1421. 1038.]","9.486832980505138","0.5074206","3"
"083","0","1","[1239.  863.]","[1246.  853.]","12.206555615733702","0.0","[1244.  852.]","12.083045973594572","0.3248577415943146","0","0","[1246.  853.]","12.206555615733702","0.32485774","0"
"096","0","1","[1308.  931.]","[1306.  944.]","13.152946437965905","0.0","[1305.  942.]","11.40175425099138","0.6120206713676453","4","0","[1306.  944.]","13.152946437965905","0.6120207","4"
"183","0","1","[1437. 1019.]","[1441. 1021.]","4.47213595499958","0.0","[1440. 1020.]","3.1622776601683795","0.34337106347084045","0","0","[1441. 1021.]","4.47213595499958","0.34337106","0"
"052","0","1","[1465.  955.]","[1459.  954.]","6.082762530298219","0.0","[1458.  953.]","7.280109889280518","0.35906359553337097","1","0","[1459.  954.]","6.082762530298219","0.3590636","1"
"250","0","1","[1360.  991.]","[1352.  984.]","10.63014581273465","0.0","[1350.  982.]","13.45362404707371","0.5753534436225891","4","0","[1352.  984.]","10.63014581273465","0.57535344","4"
"073","0","1","[1391. 1044.]","[1395. 1021.]","23.345235059857504","0.0","[1394. 1019.]","25.179356624028344","0.4521554708480835","2","0","[1395. 1021.]","23.345235059857504","0.45215547","2"
"370","0","1","[1450. 1066.]","[1457. 1040.]","26.92582403567252","0.0","[1455. 1038.]","28.442925306655784","0.6173444390296936","4","0","[1457. 1040.]","26.92582403567252","0.61734444","4"
"200","0","1","[1363.  934.]","[1381.  908.]","31.622776601683793","0.0","[1380.  906.]","32.7566787083184","0.584503710269928","4","0","[1381.  908.]","31.622776601683793","0.5845037","4"
"095","0","1","[1428. 1060.]","[1441. 1040.]","23.853720883753127","0.0","[1439. 1038.]","24.596747752497688","0.254163533449173","0","0","[1441. 1040.]","23.853720883753127","0.25416353","0"
"230","0","1","[1365.  933.]","[1375.  927.]","11.661903789690601","0.0","[1374.  926.]","11.40175425099138","0.34711211919784546","1","0","[1375.  927.]","11.661903789690601","0.34711212","1"
"034","0","1","[1378.  963.]","[1381.  946.]","17.26267650163207","0.0","[1379.  944.]","19.026297590440446","0.48659685254096985","3","0","[1381.  946.]","17.26267650163207","0.48659685","3"
"204","0","1","[1381. 1031.]","[1390. 1019.]","15.0","0.0","[1388. 1017.]","15.652475842498529","0.6856023073196411","4","0","[1390. 1019.]","15.0","0.6856023","4"
"153","0","1","[1391.  958.]","[1396.  944.]","14.866068747318506","0.0","[1395.  943.]","15.524174696260024","0.3519640564918518","1","0","[1396.  944.]","14.866068747318506","0.35196406","1"
"055","0","1","[1349.  961.]","[1359.  954.]","12.206555615733702","0.0","[1357.  952.]","12.041594578792296","0.2538142502307892","0","0","[1359.  954.]","12.206555615733702","0.25381425","0"
"260","0","1","[1342. 1039.]","[1344. 1021.]","18.110770276274835","0.0","[1342. 1019.]","20.0","0.5522248148918152","4","0","[1344. 1021.]","18.110770276274835","0.5522248","4"
"065","0","1","[1363.  940.]","[1374.  927.]","17.029386365926403","0.0","[1372.  925.]","17.4928556845359","0.48236486315727234","2","0","[1374.  927.]","17.029386365926403","0.48236486","2"
"090","0","1","[1342.  926.]","[1336.  928.]","6.324555320336759","0.0","[1335.  927.]","7.0710678118654755","0.5806396007537842","4","0","[1336.  928.]","6.324555320336759","0.5806396","4"
"161","0","1","[1344.  988.]","[1352.  981.]","10.63014581273465","0.0","[1351.  979.]","11.40175425099138","0.6111499667167664","4","0","[1352.  981.]","10.63014581273465","0.61114997","4"
"300","0","1","[1352.  900.]","[1347.  908.]","9.433981132056603","0.0","[1345.  907.]","9.899494936611665","0.37772753834724426","1","0","[1347.  908.]","9.433981132056603","0.37772754","1"
"191","0","1","[1315. 1040.]","[1337. 1038.]","22.090722034374522","0.0","[1335. 1036.]","20.396078054371138","0.4045659601688385","1","0","[1337. 1038.]","22.090722034374522","0.40456596","1"
"131","0","1","[1366.  975.]","[1366.  973.]","2.0","0.0","[1365.  971.]","4.123105625617661","0.4144333600997925","2","0","[1366.  973.]","2.0","0.41443336","2"
"323","0","1","[1396.  977.]","[1397.  965.]","12.041594578792296","0.0","[1396.  964.]","13.0","0.6426345705986023","4","0","[1397.  965.]","12.041594578792296","0.6426346","4"
"127","0","1","[1404.  917.]","[1420.  943.]","30.528675044947494","0.0","[1418.  941.]","27.784887978899608","0.32770252227783203","0","0","[1420.  943.]","30.528675044947494","0.32770252","0"
"261","0","1","[1383. 1026.]","[1398. 1001.]","29.154759474226502","0.0","[1397.  999.]","30.4138126514911","0.4663327932357788","2","0","[1398. 1001.]","29.154759474226502","0.4663328","2"
"266","0","1","[1499.  994.]","[1502.  993.]","3.1622776601683795","0.0","[1500.  991.]","3.1622776601683795","0.44603389501571655","2","0","[1502.  993.]","3.1622776601683795","0.4460339","2"
"202","0","1","[1468.  940.]","[1466.  953.]","13.152946437965905","0.0","[1464.  951.]","11.704699910719626","0.4070766866207123","1","0","[1466.  953.]","13.152946437965905","0.4070767","1"
"337","0","1","[1366.  937.]","[1359.  943.]","9.219544457292887","0.0","[1358.  942.]","9.433981132056603","0.3750540614128113","1","0","[1359.  943.]","9.219544457292887","0.37505406","1"
"268","0","1","[1499.  974.]","[1528.  946.]","40.311288741492746","0.0","[1527.  944.]","41.036569057366385","0.17457282543182373","0","0","[1528.  946.]","40.311288741492746","0.17457283","0"
"094","0","1","[1374.  881.]","[1378.  871.]","10.770329614269007","0.0","[1376.  869.]","12.165525060596439","0.3612034320831299","1","0","[1378.  871.]","10.770329614269007","0.36120343","1"
"343","0","1","[1349. 1023.]","[1359. 1020.]","10.44030650891055","0.0","[1358. 1019.]","9.848857801796104","0.5014787912368774","3","0","[1359. 1020.]","10.44030650891055","0.5014788","3"
"354","0","1","[1420.  916.]","[1427.  906.]","12.206555615733702","0.0","[1425.  905.]","12.083045973594572","0.5041845440864563","3","0","[1427.  906.]","12.206555615733702","0.50418454","3"
"256","0","1","[1407.  864.]","[1397.  888.]","26.0","0.0","[1395.  887.]","25.942243542145693","0.640608012676239","4","0","[1397.  888.]","26.0","0.640608","4"
"251","0","1","[1319.  838.]","[1315.  870.]","32.2490309931942","0.0","[1313.  868.]","30.59411708155671","0.44366317987442017","2","0","[1315.  870.]","32.2490309931942","0.44366318","2"
"325","0","1","[1342.  869.]","[1350.  852.]","18.788294228055936","0.0","[1348.  850.]","19.924858845171276","0.1340763419866562","0","0","[1350.  852.]","18.788294228055936","0.13407634","0"
"168","0","1","[1475.  900.]","[1466.  916.]","18.35755975068582","0.0","[1465.  915.]","18.027756377319946","0.42885398864746094","2","0","[1466.  916.]","18.35755975068582","0.428854","2"
"387","0","1","[1430. 1011.]","[1428. 1003.]","8.246211251235321","0.0","[1426. 1002.]","9.848857801796104","0.3440537750720978","0","0","[1428. 1003.]","8.246211251235321","0.34405378","0"
"327","0","1","[1456. 1031.]","[1457. 1021.]","10.04987562112089","0.0","[1455. 1020.]","11.045361017187261","0.6003196239471436","4","0","[1457. 1021.]","10.04987562112089","0.6003196","4"
"140","0","1","[1337.  902.]","[1336.  906.]","4.123105625617661","0.0","[1335.  904.]","2.8284271247461903","0.6250177025794983","4","0","[1336.  906.]","4.123105625617661","0.6250177","4"
"232","0","1","[1602. 1069.]","[1639. 1023.]","59.033888572581766","0.0","[1638. 1021.]","60.0","0.18122495710849762","0","0","[1639. 1023.]","59.033888572581766","0.18122496","0"
