"id","fold","landmark","label","E-CPV Pred","E-CPV Error","E-CPV Uncertainty","E-MHA Pred","E-MHA Error","E-MHA Confidence","E-MHA Bin","E-CPV Bin","S-MHA Pred","S-MHA Error","S-MHA Error Confidence","S-MHA Bin"
"260","0","0","[ 786. 1098.]","[ 781. 1093.]","7.0710678118654755","0.0","[ 780. 1091.]","9.219544457292887","0.41577789187431335","0","0","[ 781. 1093.]","7.0710678118654755","0.4157779","0"
"065","0","0","[ 808. 1053.]","[ 804. 1054.]","4.123105625617661","0.0","[ 802. 1052.]","6.082762530298219","0.4674514830112457","1","0","[ 804. 1054.]","4.123105625617661","0.46745148","1"
"090","0","0","[780. 986.]","[789. 981.]","10.295630140987","0.0","[787. 979.]","9.899494936611665","0.6419665217399597","4","0","[789. 981.]","10.295630140987","0.6419665","4"
"161","0","0","[ 813. 1066.]","[ 812. 1071.]","5.0990195135927845","0.0","[ 810. 1070.]","5.0","0.3764422833919525","0","0","[ 812. 1071.]","5.0990195135927845","0.37644228","0"
"300","0","0","[ 783. 1024.]","[ 803. 1023.]","20.024984394500787","0.0","[ 802. 1022.]","19.1049731745428","0.5172502994537354","2","0","[ 803. 1023.]","20.024984394500787","0.5172503","2"
"191","0","0","[ 760. 1102.]","[ 774. 1102.]","14.0","0.0","[ 772. 1101.]","12.041594578792296","0.3467455804347992","0","0","[ 774. 1102.]","14.0","0.34674558","0"
"131","0","0","[813. 949.]","[805. 957.]","11.313708498984761","0.0","[803. 955.]","11.661903789690601","0.39871788024902344","0","0","[805. 957.]","11.313708498984761","0.39871788","0"
"323","0","0","[ 800. 1021.]","[ 803. 1028.]","7.615773105863909","0.0","[ 802. 1026.]","5.385164807134504","0.4446597397327423","0","0","[ 803. 1028.]","7.615773105863909","0.44465974","0"
"127","0","0","[ 842. 1021.]","[ 843. 1027.]","6.082762530298219","0.0","[ 841. 1025.]","4.123105625617661","0.558379590511322","3","0","[ 843. 1027.]","6.082762530298219","0.5583796","3"
"261","0","0","[ 786. 1129.]","[ 788. 1133.]","4.47213595499958","0.0","[ 787. 1132.]","3.1622776601683795","0.6059012413024902","4","0","[ 788. 1133.]","4.47213595499958","0.60590124","4"
"266","0","0","[ 892. 1032.]","[ 895. 1036.]","5.0","0.0","[ 893. 1034.]","2.23606797749979","0.5731721520423889","3","0","[ 895. 1036.]","5.0","0.57317215","3"
"202","0","0","[ 846. 1043.]","[ 850. 1032.]","11.704699910719626","0.0","[ 848. 1030.]","13.152946437965905","0.6459773778915405","4","0","[ 850. 1032.]","11.704699910719626","0.6459774","4"
"337","0","0","[791. 983.]","[796. 980.]","5.830951894845301","0.0","[795. 979.]","5.656854249492381","0.5611922144889832","3","0","[796. 980.]","5.830951894845301","0.5611922","3"
"268","0","0","[ 807. 1016.]","[ 818. 1029.]","17.029386365926403","0.0","[ 817. 1028.]","15.620499351813308","0.42870569229125977","0","0","[ 818. 1029.]","17.029386365926403","0.4287057","0"
"094","0","0","[782. 914.]","[782. 914.]","0.0","0.0","[780. 912.]","2.8284271247461903","0.60407954454422","4","0","[782. 914.]","0.0","0.60407954","4"
"343","0","0","[ 809. 1048.]","[ 812. 1046.]","3.605551275463989","0.0","[ 810. 1045.]","3.1622776601683795","0.6162182092666626","4","0","[ 812. 1046.]","3.605551275463989","0.6162182","4"
"354","0","0","[ 856. 1002.]","[ 850. 1008.]","8.48528137423857","0.0","[ 848. 1007.]","9.433981132056603","0.5655342936515808","3","0","[ 850. 1008.]","8.48528137423857","0.5655343","3"
"256","0","0","[758. 965.]","[767. 970.]","10.295630140987","0.0","[765. 968.]","7.615773105863909","0.44632282853126526","0","0","[767. 970.]","10.295630140987","0.44632283","0"
"251","0","0","[712. 969.]","[729. 957.]","20.808652046684813","0.0","[727. 955.]","20.518284528683193","0.4229101538658142","0","0","[729. 957.]","20.808652046684813","0.42291015","0"
"325","0","0","[769. 952.]","[766. 953.]","3.1622776601683795","0.0","[764. 952.]","5.0","0.5000532865524292","1","0","[766. 953.]","3.1622776601683795","0.5000533","1"
"168","0","0","[ 871. 1052.]","[ 880. 1050.]","9.219544457292887","0.0","[ 879. 1049.]","8.54400374531753","0.42387428879737854","0","0","[ 880. 1050.]","9.219544457292887","0.4238743","0"
"387","0","0","[ 831. 1023.]","[ 835. 1035.]","12.649110640673518","0.0","[ 833. 1034.]","11.180339887498949","0.5932635068893433","4","0","[ 835. 1035.]","12.649110640673518","0.5932635","4"
"327","0","0","[ 852. 1095.]","[ 850. 1103.]","8.246211251235321","0.0","[ 849. 1101.]","6.708203932499369","0.43654265999794006","0","0","[ 850. 1103.]","8.246211251235321","0.43654266","0"
"140","0","0","[786. 998.]","[ 788. 1011.]","13.152946437965905","0.0","[ 786. 1010.]","12.0","0.633607804775238","4","0","[ 788. 1011.]","13.152946437965905","0.6336078","4"
"232","0","0","[1080. 1050.]","[1090. 1050.]","10.0","0.0","[1089. 1048.]","9.219544457292887","0.37547799944877625","0","0","[1090. 1050.]","10.0","0.375478","0"
